pub_date,url,scores,sentiments,relevance,rel_subdocs,sub_1_rel,sub_2_rel,sub_1_sents,sub_2_sents,sub_3_rel,sub_4_rel,sub_5_rel,sub_6_rel,sub_7_rel,sub_8_rel,sub_9_rel,sub_10_rel,sub_11_rel,sub_12_rel,sub_13_rel,sub_14_rel,sub_3_sents,sub_4_sents,sub_5_sents,sub_6_sents,sub_7_sents,sub_8_sents,sub_9_sents,sub_10_sents,sub_11_sents,sub_12_sents,sub_13_sents,sub_14_sents
2021-06-15,https://www.benzinga.com/analyst-ratings/21/06/21573776/expert-ratings-for-plug-power,-0.03603227706344647,-0.997187077999115,0.03613391895906462,1,0.03613391895906462,,0.03613391895906462,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,https://www.benzinga.com/trading-ideas/long-ideas/21/06/21624016/thinking-about-buying-stock-or-options-in-amazon-palantir-or-plug-power,-0.04171044080426401,-0.9158594012260437,0.04554240612524917,1,0.04554240612524917,,0.04554240612524917,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,https://www.zacks.com/stock/news/1727229/how-to-boost-your-portfolio-with-top-industrial-products-stocks-set-to-beat-earnings,-0.23981838672178699,-0.9880750775337219,0.24271271705423847,1,0.24271271705423847,,0.24271271705423847,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-22,https://www.fool.com/investing/2021/06/22/why-plug-power-stock-rose-today/,0.0003135869851796508,0.053598254919052124,0.043887420365076174,2,0.04609715420924333,0.041677686520909016,0.04609715420924333,0.041677686520909016,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-22,https://www.fool.com/investing/2021/06/22/you-cant-afford-ignore-tuesday-2-big-nasdaq-movers/,0.047169254432617616,0.9833811521530151,0.04796640074842316,1,0.04796640074842316,,0.04796640074842316,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-22,https://www.marketwatch.com/story/stock-futures-drift-higher-after-bounce-with-all-eyes-on-feds-powell-11624360464,0.04115890362997194,0.9694048166275024,0.04245791120902529,1,0.04245791120902529,,0.04245791120902529,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-22,https://www.benzinga.com/news/earnings/21/06/21668240/why-plug-power-stock-looks-ready-to-break-out,-0.8700041346915638,-0.9969148635864258,0.8744461243611378,2,0.046219905656295905,1.7026723430659796,0.046219905656295905,1.7026723430659796,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-22,https://www.fool.com/investing/2021/06/22/gm-and-land-rover-just-reinforce-nikolas-business/,0.041129367056336824,0.9880615472793579,0.04162632092058146,1,0.04162632092058146,,0.04162632092058146,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-22,https://www.fool.com/investing/2021/06/22/why-virgin-galactic-nikola-and-bloom-energy-stocks/,0.041687963428418934,0.9990789890289307,0.04172639389497937,1,0.04172639389497937,,0.04172639389497937,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-22,https://www.fool.com/earnings/call-transcripts/2021/06/22/plug-power-plug-q1-2021-earnings-call-transcript/,0.41032115513070894,0.570189471755709,0.4906732276963767,14,0.04365299350172233,0.033574314508341245,0.04365299350172233,0.033574314508341245,1.746726229363382,0.22168825993010657,0.03372653536702581,0.222993210758085,0.033770280892912105,0.22935148858865168,0.2595836996831443,0.22168825993010657,0.25947362082459885,0.8992190035193486,1.6359816605728819,1.0279956303089672,1.746726229363382,0.22168825993010657,0.03372653536702581,0.222993210758085,0.033770280892912105,0.22935148858865168,0.2595836996831443,0.22168825993010657,0.25947362082459885,0.8992190035193486,1.6359816605728819,1.0279956303089672
