index,index,index.1,pub_date,url,scores,sentiments,relevance,rel_subdocs,sub_1_rel,sub_2_rel,sub_3_rel,sub_4_rel,sub_5_rel,sub_6_rel,sub_7_rel,sub_8_rel,sub_9_rel,sub_10_rel,sub_11_rel,sub_12_rel,sub_13_rel,sub_14_rel,sub_15_rel,sub_16_rel,sub_17_rel,sub_18_rel,sub_19_rel,sub_20_rel,sub_21_rel,sub_22_rel,sub_23_rel,sub_24_rel,sub_25_rel,sub_1_sents,sub_2_sents,sub_3_sents,sub_4_sents,sub_5_sents,sub_6_sents,sub_7_sents,sub_8_sents,sub_9_sents,sub_10_sents,sub_11_sents,sub_12_sents,sub_13_sents,sub_14_sents,sub_15_sents,sub_16_sents,sub_17_sents,sub_18_sents,sub_19_sents,sub_20_sents,sub_21_sents,sub_22_sents,sub_23_sents,sub_24_sents,sub_25_sents
580,,,2021-10-08,http://feeds.benzinga.com/~r/benzinga/media/~3/HdHM7Rvrdb0/eu-questions-microsoft-peers-following-slacks-complaint,-0.06180741579347468,-0.9967507123947144,0.06200890054543435,1,0.06200890054543435,,,,,,,,,,,,,,,,,,,,,,,,,0.06200890054543435,,,,,,,,,,,,,,,,,,,,,,,,
591,,,2021-10-08,http://feeds.benzinga.com/~r/benzinga/markets/~3/f4HE4X9Ayr8/banking-reliance-on-tech-giants-needs-regulation-bank-of-england-says,-0.3471438520058805,-0.99298495054245,0.349596287251123,1,0.349596287251123,,,,,,,,,,,,,,,,,,,,,,,,,0.349596287251123,,,,,,,,,,,,,,,,,,,,,,,,
599,,,2021-10-09,http://feeds.benzinga.com/~r/benzinga/news/~3/JUahDqqkcbc/users-experiencing-multiple-problems-following-microsoft-windows-11-operating-system-upgrade,-0.9009603450848865,-0.9993403553962708,0.9015550510092496,1,0.9015550510092496,,,,,,,,,,,,,,,,,,,,,,,,,0.9015550510092496,,,,,,,,,,,,,,,,,,,,,,,,
584,,,2021-10-10,http://feeds.benzinga.com/~r/benzinga/tech/~3/nu77bgoEYxo/this-robot-run-large-cap-etf-has-shed-facebook-stake-and-counts-tesla-apple-and-these-st,-0.056105815868400376,-0.9923136830329895,0.05654040332983611,1,0.05654040332983611,,,,,,,,,,,,,,,,,,,,,,,,,0.05654040332983611,,,,,,,,,,,,,,,,,,,,,,,,
579,,,2021-10-11,https://www.fool.com/investing/2021/10/12/why-nvidias-gaming-service-is-real-deal/,-0.3669747321640809,-0.9814947843551636,0.3738937160070404,1,0.3738937160070404,,,,,,,,,,,,,,,,,,,,,,,,,0.3738937160070404,,,,,,,,,,,,,,,,,,,,,,,,
588,,,2021-10-14,http://feeds.benzinga.com/~r/benzinga/news/management/~3/BNNofj5R_uI/5-things-you-might-not-know-about-facebooks-mark-zuckerberg,0.5930647634296595,0.8708556890487671,0.681013824549349,1,0.681013824549349,,,,,,,,,,,,,,,,,,,,,,,,,0.681013824549349,,,,,,,,,,,,,,,,,,,,,,,,
572,,,2021-10-14,http://feeds.benzinga.com/~r/benzinga/tech/~3/zNGkGmMeMR8/microsoft-brings-down-curtains-on-linkedin-china,-0.060430572642929656,-0.9993911981582642,0.060467385298464314,1,0.060467385298464314,,,,,,,,,,,,,,,,,,,,,,,,,0.060467385298464314,,,,,,,,,,,,,,,,,,,,,,,,
570,,,2021-10-15,https://www.benzinga.com/news/21/10/23388957/stock-of-this-company-that-rivals-microsofts-github-jumped-35-on-nasdaq-debut-today,-0.7290363146314366,-0.9985038042068481,0.7301287301659702,1,0.7301287301659702,,,,,,,,,,,,,,,,,,,,,,,,,0.7301287301659702,,,,,,,,,,,,,,,,,,,,,,,,
573,,,2021-10-17,https://www.fool.com/investing/2021/10/18/2-leading-tech-stocks-to-buy-in-2021-and-beyond/,0.5947692625365903,0.9934260249137878,0.5958968350436378,2,0.04905629760398166,1.1427373724832939,,,,,,,,,,,,,,,,,,,,,,,,0.04905629760398166,1.1427373724832939,,,,,,,,,,,,,,,,,,,,,,,
577,,,2021-10-18,http://feeds.benzinga.com/~r/benzinga/tech/~3/IsjEbOlw9uI/cloudflare-partners-with-microsoft-yandex-for-quicker-relevant-search-results,-1.057839140986611,-0.9933491349220276,1.0649217921447585,1,1.0649217921447585,,,,,,,,,,,,,,,,,,,,,,,,,1.0649217921447585,,,,,,,,,,,,,,,,,,,,,,,,
