pub_date,relevance,sentiments,scores,Doc_Volume,high,low,open,close,volume
2021-06-04,0.440380029,0.8808124070000001,0.35190334100000004,2,141.06118769999995,139.3498993,139.5793457,140.9369049,3261323
2021-06-07,0.0788999,-0.993534625,-0.078201522,1,142.1988525,140.6978912,141.06118769999995,141.5105133,3621984
2021-06-08,0.068893497,-0.0031065940000000003,0.040754515,1,143.5946503,141.6061249,141.6061249,142.5143433,5313785
2021-06-09,0.138320515,-0.307493548,-0.0039129,1,144.4263916,142.2753296,142.47610469999995,144.04397580000003,5547252
2021-06-11,0.336038127,0.164782059,-0.293364464,5,145.1720886,143.7571716,143.8145294,144.6271515,3596462
2021-06-14,0.186360409,-0.543994943,0.139930896,3,144.3881378,142.12237549999998,144.0822144,143.4321289,3498661
2021-06-15,0.622943373,-0.196841138,-0.342964658,4,143.3173981,142.0650024,143.2600403,142.7915802,2628912
2021-06-17,0.787418733,-0.895536482,-0.626160602,2,141.54875180000005,138.8910065,141.06118769999995,139.1969452,4568300
2021-06-18,0.08324256,0.501367552,0.068540071,2,138.3173981,136.749527,138.12619019999997,136.826004,9577699
2021-06-21,0.7018876340000001,0.987235248,0.694826708,2,140.6022949,137.7246704,137.77246090000003,140.2007599,4482633
2021-06-22,0.113125868,-0.355130235,0.040996503,2,140.3537292,138.9579315,140.0764771,139.9235229,2549102
2021-06-24,0.092504537,-0.939575136,-0.08069411900000001,2,139.7610016,138.3269653,139.3881378,139.04397580000003,3775746
2021-06-25,0.08213506200000001,0.98746562,0.08118723,1,140.4684448,138.575531,138.986618,140.38241580000002,3759533
2021-06-28,0.259618715,0.119233991,0.161299432,4,140.82217409999996,138.5372925,140.5449371,138.9005737,4067789
2021-06-29,0.085952791,0.020662655,-0.00399987,3,140.28680419999998,138.7189331,138.8718872,139.1491394,2540211
2021-06-30,0.262808047,0.990314782,0.260262693,1,140.4684448,138.34608459999998,138.7476044,140.1434021,3394375
2021-07-02,0.57098194,-0.113187123,0.234364527,8,140.4875793,133.32696529999998,140.4493256,133.8623352,17584515
2021-07-06,0.7076551040000001,-0.5839714810000001,-0.484962398,2,134.24473569999998,131.07073970000002,133.8336487,132.6768646,8466010
2021-07-08,0.4079756920000001,0.239129941,0.228147293,3,135.0955963,131.6061249,131.7208405,134.5506744,5739820
2021-07-09,0.025666049,0.993912578,0.025509809,1,135.736145,134.6462708,135.22944640000003,135.29637150000002,4083689
2021-07-12,0.127624929,-0.325009651,-0.108602037,3,135.7170105,133.9579315,135.2103271,134.7227478,3496360
2021-07-13,0.40828381,0.390742809,0.312886749,2,134.7227478,133.4894867,134.7227478,134.11090090000002,3309858
2021-07-14,0.050199204,0.197381385,-0.017455423,4,134.5602264,132.82026670000002,134.5315552,133.6711273,4606061
2021-07-16,0.192029406,-0.498762697,0.141048788,2,134.7992401,132.495224,134.7992401,132.79158020000003,4298328
2021-07-19,0.3886907120000001,-0.670301306,-0.3588317070000001,11,132.3996124,130.2198792,130.4493256,131.8546906,8977086
2021-07-20,1.1993628899447997,0.6762559509703091,0.747041734476085,14,144.9200,138.7000,143.0000,139.9700,13611675
2021-07-21,1.3274498713225464,0.9998488426208496,1.3271458966111063,1,141.3900,139.6500,139.9700,141.3000,4803977
2021-07-22,0.9490472743532186,0.8941561977068583,0.8409108760409594,1,141.8100,140.4100,141.6600,140.7100,3314153
2021-07-23,1.8310399867557832,0.0013841092586517334,-1.1291303954309588,2,141.7000,140.3300,140.9600,141.3400,4474157
2021-07-27,1.669503941715314,0.9981483519077301,1.6680875772404335,2,143.6400,141.6000,142.5300,142.7500,3137027
2021-07-28,0.8557868179859858,-0.00045350193977355957,-0.05219522044885272,2,143.1000,141.6400,143.0100,141.7700,2544099
2021-07-29,0.9351060413518534,0.9999671578407288,0.9350754584612514,2,142.9600,141.6000,142.3300,141.9300,2657669
2021-08-03,0.8635916848032706,0.9754002690315247,0.8423475616904978,1,144.7000,141.6500,141.9000,144.0700,4084724
2021-08-04,0.872909380685977,-0.045513302087783813,-0.12307628284099886,2,144.1800,142.4700,143.8000,142.7600,2830079
2021-08-09,0.8408954987001054,0.9999004271295336,0.8408211083071574,3,142.4950,140.9700,142.2000,141.2500,4904065
2021-08-12,2.9393884440527653,0.9137860536575317,2.685972166457529,1,143.1500,142.0766,142.2600,143.0700,2089418
2021-08-13,1.1941075334661309,0.9999764959017436,1.1940791887639173,2,143.5800,142.4400,142.6400,143.1800,1908951
2021-08-17,0.9436198537732379,0.8806455731391907,0.8277954842043606,2,143.1600,141.0900,143.0000,142.4200,3074078
2021-08-18,0.9498222918081276,0.5628802180290222,0.30953545161445883,2,141.9150,139.3900,141.6700,139.4700,3510694
2021-08-20,1.2824634909028751,0.5054486989974976,0.7410282676662676,2,139.3800,137.2700,137.7400,139.1100,2657763
2021-08-24,1.4773183429058492,0.00011283159255981445,0.06885738651438326,3,140.2300,139.3200,139.7800,139.8400,2365638
2021-08-26,1.1295235088736797,0.9901221791903178,1.119480074884888,3,140.8000,138.7100,139.9700,138.7800,2498915
2021-08-27,1.2175847749249986,0.6334697355826696,0.8613156541332047,3,139.5850,138.4000,138.7100,139.4100,2459643
2021-08-30,2.362103415298186,0.6834543645381927,1.2699666690558646,3,139.8800,138.8150,139.5000,138.9700,1995526
2021-08-31,0.8689077929631575,0.9984112977981567,0.8675273572392781,1,140.9400,138.9500,139.5400,140.3400,4235101
2021-09-01,1.6815974601480668,0.999977707862854,1.6815598717903348,2,140.0699,139.1900,139.9800,139.3000,2474544
2021-09-02,0.8140519050034815,0.776968710952335,0.5889461544448242,3,140.0500,139.0300,139.7200,140.0100,2715659
2021-09-03,0.888605897281504,0.5989614009857178,0.5840054117494303,5,140.4700,139.3000,139.6800,139.5800,1924215
2021-09-07,0.7483992865114532,0.33327678839365643,0.2757112639264296,3,139.7900,137.7614,139.6500,138.0600,3285363
2021-09-08,0.9094421052330688,0.7906631058170682,0.6769545488776136,7,139.0900,137.6000,138.1400,138.6700,2985409
2021-09-09,0.9985407870883658,0.9998521407445272,0.9983925276681042,1,138.9600,137.5550,137.8500,137.7400,3508363
2021-09-10,1.0494994291981803,0.9999774098396301,1.0494756717014164,1,139.3699,137.0000,138.8200,137.0200,3975115
2021-09-13,0.9442413345218766,0.9999639391899109,0.9442072977204033,1,138.9900,137.5100,138.4000,138.1500,4144345
2021-09-14,1.6922577635757658,0.6636806428432465,1.315313436575274,3,138.5700,135.3400,138.4000,136.2200,4454291
2021-09-15,1.0003043908009057,0.9916784912347794,0.9942477986450351,2,137.8000,135.6700,136.2200,137.2000,3254122
2021-09-16,0.68777968115829,0.9999619722366333,0.6877535264353265,1,137.9500,135.7100,137.2800,136.4300,2643975
2021-09-17,0.814643359897498,0.9999445080757141,0.8146021622982095,2,135.9199,135.0500,135.7500,135.2300,5633480
2021-09-20,1.784951758382558,0.2238902598619461,1.2084349968909016,2,135.1800,132.7800,133.9000,134.3100,4770651
2021-09-21,0.9773287659579486,0.49961019307374954,0.4262609816649561,2,135.6500,132.9400,135.1100,132.9700,4074528
2021-09-22,0.9540183206827656,0.9741956485642328,0.9331768780671729,3,135.3700,133.4700,133.7200,134.6300,3602416
2021-09-23,0.8141243943102111,0.9836966276168824,0.8018861366325988,5,137.4200,135.0300,135.2500,136.7300,3013238
2021-09-24,1.6675639859431495,0.979619562625885,1.6176122618770745,2,138.4800,136.7500,137.0300,137.4900,2964397
2021-09-27,1.9282331144733063,0.999976654847463,1.928188449617098,3,139.0650,137.4800,137.9600,138.5600,3306865
2021-09-28,0.9715448248049244,0.9999586741129558,0.9715048941594273,2,139.6880,137.2100,139.1700,137.4700,4314595
2021-09-29,3.8077724385477296,0.999966025352478,3.8076430708212863,1,139.9300,136.4400,137.7300,139.1800,3774236
2021-09-30,1.5149923267010272,0.33440382281939185,0.6412488350293325,2,140.5700,138.5000,140.0000,138.9300,5824431
2021-10-01,1.271456460018454,0.9999765157699585,1.271426600842459,1,143.9700,140.3700,141.0000,143.3200,6604064
2021-10-04,1.4910335253608988,0.9988929251829783,1.488043129311089,3,146.0000,142.3501,142.7400,144.1100,7351128
2021-10-05,0.9203587315548317,0.6449470746517181,0.5655372652846478,5,145.0000,142.6400,144.7500,143.1500,6976648
2021-10-06,1.2132103732274815,0.9999743103981018,1.2131773726688069,2,143.3700,140.8900,142.4800,142.3600,5328433
2021-10-07,0.9416082494579742,0.8226179741322994,0.7798871406946217,4,143.3950,141.5300,142.7300,141.8100,3823803
2021-10-08,0.7156788248264013,0.9999629259109497,0.7156522916859183,1,143.6500,141.0500,141.8100,143.2200,3731279
2021-10-11,1.4833125234936069,0.8591451684633892,1.2613796105480393,5,144.0800,142.4000,143.5000,142.4300,2793298
2021-10-12,0.8382853700120807,0.9935545980930328,0.8332731530588695,2,142.3000,140.3000,142.2100,140.4700,3148559
2021-10-13,1.4659483174263517,0.795439021454917,1.1981892803242256,3,141.4100,139.6600,140.5200,140.7600,2880747
2021-10-14,1.1887627558762448,0.7476337634854846,0.9321855527808958,4,143.9200,141.0100,141.0400,143.3900,4217305
2021-10-15,0.9424679085224277,0.9993823409080506,0.9418664640508951,2,144.8500,142.7900,143.3900,144.6100,3222778
2021-10-18,0.9559412176645626,0.8710248141239088,0.8352043588144465,8,144.9400,141.7590,144.0000,142.3200,6154055
2021-10-20,1.041783892651979,-0.3140407065550486,-0.2411066032091939,12,142.2000,140.7000,141.6800,141.9000,6189255
2021-10-21,1.1907676374567293,-0.13108555952654805,-0.1962611186935611,17,133.7200,128.1000,133.5100,128.3300,31466529
2021-10-22,1.2553526003394324,0.39154348770777386,0.7906029809384576,2,130.2500,126.6110,128.0500,127.8800,11582195
2021-10-25,1.0801666572340305,0.4960310459136963,0.7163901827363996,2,128.6500,126.9400,127.5300,127.6400,6374038
2021-10-26,1.3408263375289489,0.48470063259204227,0.5603773068436588,6,128.3000,126.7550,127.5200,127.1300,8520872
2021-10-27,1.1822005804245577,0.9999340772628784,1.182103104366253,2,127.8800,125.0100,127.4400,125.1700,6973432
