pub_date,url,scores,sentiments,relevance,rel_subdocs,sub_1_rel,sub_2_rel,sub_3_rel,sub_4_rel,sub_5_rel,sub_6_rel,sub_7_rel,sub_8_rel,sub_9_rel,sub_10_rel,sub_11_rel,sub_12_rel,sub_13_rel,sub_14_rel,sub_15_rel,sub_16_rel,sub_17_rel,sub_18_rel,sub_19_rel,sub_20_rel,sub_21_rel,sub_22_rel,sub_23_rel,sub_24_rel,sub_1_sents,sub_2_sents,sub_3_sents,sub_4_sents,sub_5_sents,sub_6_sents,sub_7_sents,sub_8_sents,sub_9_sents,sub_10_sents,sub_11_sents,sub_12_sents,sub_13_sents,sub_14_sents,sub_15_sents,sub_16_sents,sub_17_sents,sub_18_sents,sub_19_sents,sub_20_sents,sub_21_sents,sub_22_sents,sub_23_sents,sub_24_sents
5/27/2021,http://www.zacks.com/stock/news/1613676/caci-secures-%24373m-contract-to-provide-mission-support-to-socom?cid=CS-ZC-FT-analyst_blog|company_news_-_corporate_actions-1613676,0.270704443,0.998150229,0.271206112,1,0.271206112,,,,,,,,,,,,,,,,,,,,,,,,0.271206112,,,,,,,,,,,,,,,,,,,,,,,
5/27/2021,http://www.marketwatch.com/news/story.asp?guid=%7B20C05575-04D4-B545-745C-E323EC237C5E%7D&siteid=rss&rss=1,-1.794976933,-0.986371696,1.819777413,1,1.819777413,,,,,,,,,,,,,,,,,,,,,,,,1.819777413,,,,,,,,,,,,,,,,,,,,,,,
5/28/2021,https://www.benzinga.com/markets/cryptocurrency/21/05/21345866/follow-friday-8-dogecoin-accounts-to-follow-on-twitter,0.017049334,0.676751018,0.025192919,1,0.025192919,,,,,,,,,,,,,,,,,,,,,,,,0.025192919,,,,,,,,,,,,,,,,,,,,,,,
5/29/2021,http://www.marketwatch.com/news/story.asp?guid=%7B20C05575-04D4-B545-743E-8E7E7F38FE5C%7D&siteid=rss&rss=1,-0.027276366,-0.872299433,0.031269499,1,0.031269499,,,,,,,,,,,,,,,,,,,,,,,,0.031269499,,,,,,,,,,,,,,,,,,,,,,,
5/30/2021,https://www.fool.com/investing/2021/05/30/better-buy-cisco-systems-vs-ibm/?source=iedfolrf0000001,-0.204826748,0.413781623,0.488907638,3,0.119464644,1.202952433,0.144305836,,,,,,,,,,,,,,,,,,,,,,0.119464644,1.202952433,0.144305836,,,,,,,,,,,,,,,,,,,,,
6/1/2021,http://www.zacks.com/stock/news/1638948/iridium-irdm-mas-partner-to-boost-maritime-communications?cid=CS-ZC-FT-analyst_blog|company_news_tech_sector-1638948,0.120935344,0.992486358,0.121850888,1,0.121850888,,,,,,,,,,,,,,,,,,,,,,,,0.121850888,,,,,,,,,,,,,,,,,,,,,,,
6/3/2021,https://www.fool.com/investing/2021/06/03/why-shares-of-blackberry-gained-117-in-may/?source=iedfolrf0000001,-0.106783987,-0.997404516,0.107061865,1,0.107061865,,,,,,,,,,,,,,,,,,,,,,,,0.107061865,,,,,,,,,,,,,,,,,,,,,,,
6/4/2021,https://www.fool.com/investing/2021/06/04/3-technology-stocks-you-can-buy-and-hold-for-the-n/?source=iedfolrf0000001,0.571294816,0.763805389,0.747958609,1,0.747958609,,,,,,,,,,,,,,,,,,,,,,,,0.747958609,,,,,,,,,,,,,,,,,,,,,,,
6/4/2021,https://www.investing.com/analysis/forget-meme-stocks-buy-these-3-safe-dividend-payers-instead-200584205,0.132511866,0.997819424,0.13280145,1,0.13280145,,,,,,,,,,,,,,,,,,,,,,,,0.13280145,,,,,,,,,,,,,,,,,,,,,,,
6/5/2021,https://www.fool.com/investing/2021/06/05/3-dow-stocks-to-buy-hand-over-fist-in-june/?source=iedfolrf0000001,0.03652685,0.965682089,0.037824922,1,0.037824922,,,,,,,,,,,,,,,,,,,,,,,,0.037824922,,,,,,,,,,,,,,,,,,,,,,,
