index,index,pub_date,url,scores,sentiments,relevance,rel_subdocs,sub_1_rel,sub_2_rel,sub_3_rel,sub_4_rel,sub_5_rel,sub_6_rel,sub_7_rel,sub_8_rel,sub_9_rel,sub_10_rel,sub_1_sents,sub_2_sents,sub_3_sents,sub_4_sents,sub_5_sents,sub_6_sents,sub_7_sents,sub_8_sents,sub_9_sents,sub_10_sents
34,,2021-12-05,https://www.notebookcheck.net/Medion-Erazer-Deputy-P25-gaming-laptop-review-Strong-performance-weak-display.582910.0.html,-0.1171777706513614,-0.7144576736858913,0.13025092240139582,7,0.04271516760961703,0.054666034996966734,0.04061061057417729,0.042032435655439786,0.6287879458566318,0.0450865540632599,0.05785770805367813,,,,0.04271516760961703,0.054666034996966734,0.04061061057417729,0.042032435655439786,0.6287879458566318,0.0450865540632599,0.05785770805367813,,,
33,,2021-12-05,https://www.fool.com/investing/2021/12/05/if-i-could-buy-only-1-metaverse-stock-this-would-b/,0.5656296786052551,0.8978670636812845,0.7883701553301997,3,0.05277692201389922,0.05834254629747915,2.2539909976792205,,,,,,,,0.05277692201389922,0.05834254629747915,2.2539909976792205,,,,,,,
32,,2021-12-05,https://www.bleepingcomputer.com/forums/t/764608/ethernet-network-adapter-disappeared/,-0.04356658583388179,-0.9995135068893433,0.04358779099390907,1,0.04358779099390907,,,,,,,,,,0.04358779099390907,,,,,,,,,
31,,2021-12-05,https://www.nytimes.com/2021/12/05/business/week-ahead-uncertainty-virus-economy.html,-0.053381720954366635,-0.9907087087631226,0.053882357631651896,1,0.053882357631651896,,,,,,,,,,0.053882357631651896,,,,,,,,,
30,,2021-12-05,https://www.androidauthority.com/intel-xess-explained-3060155/,-0.012285363259087682,-0.19994149605433145,0.05737747102231677,3,0.05852810247421769,0.05607202810400412,0.057532282488728506,,,,,,,,0.05852810247421769,0.05607202810400412,0.057532282488728506,,,,,,,
29,,2021-12-05,https://drivers.softpedia.com/get/GRAPHICS-BOARD/NVIDIA/ASUS-TUF-Gaming-FA506IV-NVIDIA-Graphics-Driver-27-21-14-5167-for-Windows-10-64-bit.shtml,-0.047662753329347746,-0.9939118921756744,0.04795402607180957,6,0.04501290145089242,0.052701194092616074,0.045049620708724133,0.04781843456813807,0.04501290145089242,0.0521291041595943,,,,,0.04501290145089242,0.052701194092616074,0.045049620708724133,0.04781843456813807,0.04501290145089242,0.0521291041595943,,,,
28,,2021-12-05,https://drivers.softpedia.com/get/GRAPHICS-BOARD/NVIDIA/ASUS-TUF-Gaming-FA506IU-NVIDIA-Graphics-Driver-26-21-14-4294-for-Windows-10-64-bit.shtml,-0.04766137438013309,-0.9936722417672476,0.04796634524724632,6,0.04501290145089242,0.052701194092616074,0.045049620708724133,0.04781843456813807,0.04501290145089242,0.05220301921221482,,,,,0.04501290145089242,0.052701194092616074,0.045049620708724133,0.04781843456813807,0.04501290145089242,0.05220301921221482,,,,
27,,2021-12-05,https://www.actionnewsjax.com/news/stocks-slump-after/UYKU3LJBPBNJG7K6LCFSQJC7UI/,-0.6771939551289975,-0.9990332126617432,0.6778492912410157,1,0.6778492912410157,,,,,,,,,,0.6778492912410157,,,,,,,,,
26,,2021-12-05,https://drivers.softpedia.com/get/GRAPHICS-BOARD/NVIDIA/ASUS-TUF-Gaming-FA506IV-NVIDIA-Graphics-Driver-26-21-14-4223-for-Windows-10-64-bit.shtml,-0.04765525056417741,-0.9935218095779419,0.04796634524724632,6,0.04501290145089242,0.052701194092616074,0.045049620708724133,0.04781843456813807,0.04501290145089242,0.05220301921221482,,,,,0.04501290145089242,0.052701194092616074,0.045049620708724133,0.04781843456813807,0.04501290145089242,0.05220301921221482,,,,
25,,2021-12-05,https://www.japantimes.co.jp/opinion/2021/12/05/commentary/world-commentary/u-k-facebook-giphy-smackdown/,-0.673088459638513,-0.9950954914093018,0.6764058981769208,1,0.6764058981769208,,,,,,,,,,0.6764058981769208,,,,,,,,,
23,,2021-12-05,https://askubuntu.com/questions/1379370/could-not-get-an-rgb-double-buffered-visual-from-glxgears-when-using-nvidia-o,-0.055889821775564445,-0.9869012236595154,0.05663162678866699,1,0.05663162678866699,,,,,,,,,,0.05663162678866699,,,,,,,,,
46,,2021-12-05,https://www.eurogamer.net/articles/digitalfoundry-2021-df-direct-weekly-talks-gta-definitive-patches-and-ces-hardware-leaks,-0.05368094232493915,-0.9965859651565552,0.05386483876130679,1,0.05386483876130679,,,,,,,,,,0.05386483876130679,,,,,,,,,
